x,vx,z,vz,phi,w,Control_1,Control_2
-1.9569236122,-1.7570806127,3.5580649809,0.4458510265,-1.4794587328,-1.5387693599,0,0
2.6190016816,-1.758685554,3.1409740395,-0.3429186529,-1.340246806,-0.0244957097,0,0
-2.0193228695,0.0801703695,2.6246434864,1.189869696,3.1283741666,-0.8439372588,0,0
4.9925141234,-0.690605909,6.0496867982,0.8582549937,-2.1500624422,-1.01860736,0,0
1.844658127,0.9707790054,3.2130152651,-1.6027701502,-2.3474342585,-0.6214297069,0,0
-1.4429190459,0.6877827745,0.3696313423,0.9566802084,-2.4547659544,-1.2349987217,0,0
4.6664422873,1.3210366165,8.9786487364,1.0443781697,2.210920617,-0.4824806196,0,0
2.7974790413,-0.6269874638,0.0021455665,1.8508419375,-0.510525571,1.0902897718,0,0
0.4392149816,0.8014004359,8.9956836471,-0.0104974765,2.7907940657,-1.3825530986,0,0
-4.5361457184,1.667985399,0.0863500229,1.1344902517,-1.992393055,1.0393066969,0,0
-2.8086009797,-0.7420863809,3.9998624073,1.1278022763,0.006801488,2.3298780077,0,0
-0.4803059488,-0.8063708862,5.1851656956,1.0959255942,0.2684820825,-0.8975376941,0,0
0.7152063807,-1.0601815182,9.3719399532,-0.1978212018,0.6033761754,2.360559759,0,0
-3.4332367089,0.8708126815,2.8994420792,-0.7877506086,0.877621018,-0.488275277,0,0
-4.9484209586,-1.9376240256,5.9955156637,0.1687125035,1.7990395904,-1.2985011139,0,0
-2.3568372759,-1.805330994,3.5393126377,-0.3974846198,-2.1836711846,2.2462105951,0,0
2.0219744256,0.7406224294,9.0073052859,1.6912349244,0.7946263249,-1.8984145781,0,0
1.2719661595,-0.6206403513,5.3530445871,-1.3070204485,3.1124982805,2.9508134434,0,0
4.7367055862,-0.3054171017,3.6966462536,-0.276651517,0.6681045041,-1.2520834227,0,0
-3.0822478356,-0.835123409,6.5261428999,1.7636500616,1.883586876,-0.9195182413,0,0
-0.554376308,0.3882094909,7.5435692302,-0.1077530749,2.1677483641,-0.1446378198,0,0
-1.2449118481,-1.894458091,8.4028400983,1.390745466,-0.1695583657,1.6322737401,0,0
0.1091778299,0.4535133438,1.2030826309,-1.5964317192,-1.3171991316,1.4161076252,0,0
4.0877652368,1.9742356551,0.9711253153,-1.9272243376,-1.9219549496,0.3945451896,0,0
-4.5877723658,0.3160734875,5.5354063537,1.0709579763,1.4545156215,-2.1522368631,0,0
-3.7572046807,0.3694157577,7.4120913615,0.2166524911,0.2497222514,-1.0011944555,0,0
-1.1693986415,-1.5935180636,3.759353836,1.5557224086,-1.0545192767,-3.0721920166,0,0
3.1674286213,1.9342112482,4.0934375854,-1.6994335481,-1.0106764942,0.0439074903,0,0
2.3412430678,1.8621235713,6.369660872,-0.5987607172,0.2796141965,2.869019167,0,0
0.9651375899,-1.9107450009,5.9606627166,0.8133830594,3.0471257027,0.4433589759,0,0
-4.2384734184,0.9842365374,2.5290025322,0.5182413066,1.0547031223,-2.7294800509,0,0
4.5626703605,1.1788607249,8.9927655851,-0.4472730986,1.1990895388,-0.8142567708,0,0
-0.9203220507,-0.4077774335,6.7796953215,0.3429415066,-2.4051658662,-1.998097391,0,0
-2.2556543157,0.1643278096,1.5969702524,0.1506007967,0.2376694663,-1.2204533189,0,0
1.5549087975,1.6085214067,4.5040220378,1.3306381262,-2.8713591602,-1.8347561155,0,0
-1.0405645462,-0.1897386342,8.4692009744,-0.0278358797,2.4196406146,-3.082263617,0,0
-2.7113915335,1.3377142726,8.6522303582,-0.9689588189,3.1222883575,2.2487111491,0,0
-0.0511163586,-1.1616769195,5.002964051,1.3194871037,-0.2713730135,1.4613408444,0,0
-2.9194789926,-0.997443295,4.4090792575,0.1069899682,-0.9402363262,0.5676120874,0,0
-1.2218640608,-0.6964746971,6.4832138621,0.172808853,-2.9473890568,2.6679794718,0,0
-3.5446134085,0.2425848124,7.6926659071,-1.1622574357,-2.1116226412,-1.4435356323,0,0
-4.1421555529,0.2370335841,6.1865551339,-1.2728720484,2.0302843759,-2.7341804088,0,0
3.6836889739,-1.4292015471,4.1723271317,-0.6451474269,0.9540217525,-0.9564363851,0,0
0.9392624386,-0.458602849,5.985978075,0.097879019,0.8059900931,0.0837429458,0,0
-0.7291602472,1.3833354024,4.9873309879,0.3352266462,0.2049906528,0.2459239189,0,0
-2.0956707096,-1.6750817212,4.7112178356,-1.2415273851,-1.5535905754,-1.7790138576,0,0
-0.0350515726,-0.1536965269,7.7476212255,1.2632812689,-2.371209217,-2.8869236815,0,0
4.8421961928,0.0432635975,8.6648631269,-1.4208547947,-0.3428660661,1.2784987847,0,0
3.6694453857,0.6760779332,5.9745955752,-0.9738886556,2.6543818484,2.0975501037,0,0
-1.5997757511,-1.595222173,0.7837851736,1.1256678266,-1.3499608101,-2.4388001747,0,0
-0.8306771905,-0.4321818472,8.8517402434,0.5816044309,0.1213074179,2.2601883624,0,0
-1.2454234329,-0.5895963918,7.5609693705,1.2989755277,-0.8413315025,0.3106467072,0,0
-2.8176895434,-0.1592572997,1.1379609378,1.2729282256,0.9533250261,1.4170859313,0,0
0.5881365981,-0.0010255928,0.6660432785,-0.7405404291,2.7331109112,-2.5096275441,0,0
0.3545243174,0.391354122,5.3856439779,-1.824916769,-1.2066934645,-2.1795769861,0,0
4.0899234483,-0.0146654585,9.2516047569,1.3454894429,-2.3609756328,0.1128763615,0,0
0.4054070996,-1.1499329494,0.0032200795,1.2058820356,-1.6640284137,-1.5531126987,0,0
0.846419058,1.502934425,8.4913750823,-0.3318739908,1.1159085618,2.8799444569,0,0
3.5513096687,-0.2543355146,8.0955108319,1.4952674852,-0.7373350507,-1.2694934048,0,0
3.4789234292,0.9865233002,4.1943397924,0.6878372463,1.7936296489,1.6538792053,0,0
3.769966532,-1.7358112755,3.1151685741,-0.1278703211,-0.8255959375,0.2077921407,0,0
-4.0767655133,0.4006919792,2.0799067844,-1.0044263775,3.0393969887,1.6346945873,0,0
-0.934914726,0.9085817997,4.4366765723,0.156547451,1.9258662507,-0.2303675634,0,0
1.7177812919,-0.9484256935,0.4738843499,1.8681052136,3.0045788219,1.0359921544,0,0
-4.0566367361,1.2394575051,8.1479916087,-0.5411779315,0.4081041338,2.3452872229,0,0
-1.0144059523,-1.6741443568,4.7676166562,1.6170596714,-2.6757551376,2.6115648546,0,0
1.5692870883,1.0667867863,8.7078862091,-1.6508915173,0.1668859214,0.3333861356,0,0
2.0996960658,-0.4060963674,6.4936551347,-1.5362028038,2.1537587342,0.0540914049,0,0
-0.6639933688,0.8588887683,3.021319606,-0.1432458097,3.0674759759,-2.9407661271,0,0
-1.2251522085,0.7879168977,6.1539448558,1.1303224963,-2.2381921823,2.5514525139,0,0
1.8355775842,0.3785568127,4.6496093793,1.8162023542,0.4473282298,-0.6929728476,0,0
4.8815933437,-1.8814832094,1.4662868076,-0.4014925578,2.8858491059,-0.7288506059,0,0
3.135685854,-0.1269652281,4.4466720182,1.1260529514,-0.6941942198,-2.0145738852,0,0
-2.3663094531,-1.8420994527,3.8470347103,-1.2414376343,1.7795573913,1.7854459287,0,0
4.049734333,-1.6996001008,6.9507393709,1.2626628699,-3.1032120313,1.738564786,0,0
0.3281357197,-1.7474015287,8.3930735503,0.0087779771,3.1062312794,1.4428728764,0,0
1.7460698888,1.7221187229,9.1337194523,-1.9145244618,-1.3143202852,0.1938359675,0,0
2.9608876816,0.9539734074,4.6242722013,1.2925637667,2.2077008406,-0.6372115104,0,0
0.1016570642,0.7654255826,1.0595473129,-0.0602410067,2.2159301292,-1.4898758396,0,0
-4.1115808268,-0.331805259,5.8803589064,-1.0681981357,-2.33876143,-1.9568956716,0,0
1.1766933173,-1.9223839904,5.8772122533,0.4563721717,1.7885180785,-3.1263187716,0,0
4.6997289202,0.7528221953,9.4879322114,1.7916822018,2.5671429309,-1.7711871067,0,0
-2.3699518599,0.9470736886,8.555371219,0.3961636482,-1.4695584395,-2.0463800974,0,0
4.2691766013,-0.3104628228,8.8085869234,-0.8772430547,-0.3501570221,1.927965886,0,0
2.3452361077,-0.9175497466,4.4210727508,-0.54336521,2.9800952497,1.0647973431,0,0
3.0241348394,0.6979347269,5.7647662984,-0.2289316714,-1.3118191142,2.1241161913,0,0
1.8791933409,1.4447330876,5.1159907887,0.8646472004,1.7828646703,0.1468153947,0,0
1.0898684744,1.3880623592,0.0668167764,1.555551865,3.1234882403,-1.7640828044,0,0
3.9859273844,0.9384044351,2.4044644981,1.8327487443,-0.3038171004,0.5967528514,0,0
-4.637913268,1.9283937445,0.8898222474,-0.3753994056,2.920022163,-1.9143190686,0,0
3.5111391056,1.2885720335,2.7448214785,-0.0533742979,2.0484772274,-2.6889378409,0,0
1.0980111644,1.0192243861,1.3668720041,-0.5575922177,-0.5949975929,1.7413066197,0,0
-4.6385650768,0.8467049916,5.9239808026,-1.3334400954,1.4435096311,-1.4551920399,0,0
4.5586046046,-0.0942840666,1.8870394205,1.5301973738,-0.2296933935,-0.1825219442,0,0
-4.5163471513,0.6582204334,5.8170864869,-1.1404959083,-1.3434170921,2.9188294057,0,0
4.7370085511,-0.2365186192,6.8629768608,-1.2020172311,1.4985495332,-0.8200883,0,0
-1.9286090714,0.5207690986,0.1384618221,1.7498215484,-0.3685040495,2.2334628152,0,0
-1.3621978789,-0.1316876953,9.5550527558,-0.7105545566,2.5811481887,-2.3528244057,0,0
-3.5008122769,0.1124509716,9.7219329405,-0.6903723304,0.9566411414,-1.7032922464,0,0
-3.1901016637,-1.640105121,2.09256278,-0.7593656494,-2.6833126901,-0.4668624269,0,0
2.3607311186,0.9226839117,2.2724513905,0.9275019731,0.0455209029,-2.0003665498,0,0
-0.526042028,-0.3371479553,3.0844103628,0.2252486787,-2.4765072706,-1.353329123,0,0
-0.2235056068,0.2571729948,8.1054593129,1.6003367646,-0.7303067438,0.3238881391,0,0
-2.4408090957,-0.5516085314,5.8394822968,-0.7324296725,2.0996880762,1.1127372198,0,0
0.2831031564,-0.7330422207,6.7542957156,-1.7083605368,-1.3992803303,0.7363245141,0,0
-3.178333798,-1.7648526007,7.6361539241,0.9978392686,2.8494604803,-0.4360887631,0,0
0.531053624,-0.6790667573,4.0591902431,-0.0552069334,-1.6381683519,1.1657372747,0,0
3.5574601882,-0.4921920013,5.7855650048,-0.9509967542,-1.3507135848,0.2749322162,0,0
1.2447343057,0.9260708723,1.5487666282,1.574661409,-1.8928640074,0.4139580661,0,0
-3.8155169109,-0.7104352391,1.8499345388,-1.9693029358,0.2686411179,2.3795022813,0,0
-0.0711491172,0.9522826945,0.4702385824,-0.5191309646,2.5635785988,2.2059554043,0,0
4.8440152955,0.3502963753,7.9259171368,-1.7116331302,-1.3818073393,1.0743787535,0,0
-0.1065975286,-1.4192867512,0.9536245907,-0.681385868,-3.141123077,0.3696342693,0,0
0.219504449,0.2407412028,6.8901853817,0.4724859978,-0.149674819,0.9022331365,0,0
0.7337128399,-1.9338012665,7.2938153107,-0.6267931702,2.0277881695,0.3490830633,0,0
-0.348054636,1.3537531827,3.2138572397,1.0710972413,-1.0321991248,0.0380684735,0,0
-2.9712448361,1.8645103641,0.7811121447,-0.5518723335,-2.2682776074,0.2714937452,0,0
2.3995972288,-1.4392719197,7.7830524196,0.1886188979,1.0163770855,0.130826795,0,0
0.1585976075,0.4743130388,4.128070105,0.2817692273,-1.1039806853,2.6004717092,0,0
3.377234446,1.2671850713,2.2769164913,0.3155218353,-1.6696277328,-0.6929390868,0,0
-0.8040715775,-1.334457508,6.9728429504,-0.1197673075,1.4179225741,1.8716764051,0,0
-2.1022036947,-1.7324251277,8.9199036359,-1.5372507847,1.5169874774,2.1245661955,0,0
-1.5060321818,-0.4021014967,1.6912445741,1.9167390897,-1.2292561372,1.5903109177,0,0
4.5760377465,-1.8975511576,9.1940318737,-0.2576564048,-1.7378690988,3.0464130619,0,0
-2.1879863136,-0.8266111068,6.134135857,1.5747252302,0.3880627086,-1.7727116358,0,0
-0.8794469761,1.9247796034,5.1539929685,0.3038715345,0.8676943293,-2.4895734285,0,0
1.3550941463,-0.6740876243,7.139457788,1.3551928626,2.3326195905,0.4548893028,0,0
-4.4560616946,-0.3232802032,0.7770198762,-0.3232322409,2.766449061,1.8140079107,0,0
3.870517687,1.6246280634,2.7353062848,-1.3688031562,-1.7688168767,1.2189777531,0,0
-3.4056907745,-1.6526498608,1.0749298993,1.3488369017,-3.0780268335,2.5229382431,0,0
-0.5612672852,-0.1991421734,2.7862594541,0.111991358,1.6969303526,2.3306807616,0,0
1.0699151855,-1.0874463984,2.9916342149,0.5944354176,-0.1602659406,1.2006838625,0,0
2.6988981794,-0.2388929008,5.7246648125,1.4554107681,-3.0629703552,-1.3615965841,0,0
-1.3567695723,-1.9105160872,2.7173423559,-1.0675910274,-2.0426715428,-1.3694328438,0,0
1.0958311559,0.0198981201,8.227742662,0.0584190382,3.1225214068,0.70902395,0,0
-0.1949942946,-1.7234569966,5.7303860193,1.3050844026,0.0364545179,1.0851726355,0,0
0.6061862676,-1.0723317766,5.6441183491,-0.1142173322,2.9990594956,3.0430081725,0,0
-1.0290131943,-0.1272262671,0.8029606123,-1.1716092298,2.138644466,0.5855032321,0,0
4.5025342475,-1.3938050133,1.4617597705,-0.3385449947,-1.1762954213,1.9217181665,0,0
-1.6441420084,1.0227751495,8.7346099998,-0.6269300633,-0.5123519587,2.8243725037,0,0
-4.513687553,0.2094608157,9.0444978613,-0.5663535592,2.2258345181,-2.5316936729,0,0
0.3342108669,-0.0665455948,8.9004901588,-1.720027387,2.0851745894,-1.8415385462,0,0
3.3403788771,-0.9938294255,2.2583885144,-1.5179645507,2.9588549237,0.2433908668,0,0
2.5747991096,1.1267300659,7.5390826468,1.9618824676,2.9719970879,-0.5425913373,0,0
-1.1369036375,-1.0688833656,2.5386291144,-1.1853018181,-1.8320180097,1.4457729156,0,0
-0.2696724083,0.0935997208,7.0288581964,-0.95248574,3.0048654453,1.9314165775,0,0
-4.4673244622,1.9843551637,9.6011594666,1.6917447419,-0.5757961549,2.9002537098,0,0
-4.7555667349,1.7485331636,8.4343037243,0.9257749172,-0.5269600243,0.5249557746,0,0
3.3554683861,-0.2780289198,3.2046792568,-1.0587230213,2.574914484,-0.1505591109,0,0
-4.9404096909,-0.9979432263,5.200543802,1.6035160089,1.6395810497,-2.4258015755,0,0
-0.1953935905,-1.0820730155,8.8677408353,-0.0233818189,-0.517097579,0.0819429667,0,0
-2.8205222171,-0.8595274333,5.5915033451,1.3829150319,-1.8476188332,-0.3475612024,0,0
0.9668536074,1.5894980218,6.5719685696,1.9463211057,2.9578609156,0.8349836104,0,0
2.0824408459,-0.9158491037,6.5993695385,-1.3775496761,0.7736192244,-1.0862476989,0,0
